,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,Reformatted Genes
TSPAN11,1120.873443,-0.620417114,0.174809025,-3.549113739,0.00038653,0.007818867,,,TSPAN11
SLC14A2,2496.552558,-0.618959891,0.146417164,-4.22737248,2.36436091523911e-05,0.000880715,,,SLC14A2
DCHS1,521.505552,-0.616160321,0.19595906,-3.144331883,0.001664665,0.024407655,,,DCHS1
MPP3,290.5851265,-0.615539618,0.215492849,-2.856427115,0.004284384,0.048873479,,,MPP3
PKIB,355.0458362,-0.614380308,0.211037428,-2.911238604,0.00359999,0.043191907,,,PKIB
SAMD5,5171.330793,-0.61223271,0.150509872,-4.0677246,4.74744421072703e-05,0.00151886,,,SAMD5
AVIL,396.9715869,-0.61210125,0.189942914,-3.222553757,0.001270533,0.01960463,,,AVIL
FAT2,3812.393859,-0.610559719,0.178437041,-3.421709512,0.000622288,0.011210793,,,FAT2
BTN3A3,266.5130413,-0.610280659,0.162408177,-3.757696617,0.000171485,0.004181423,,,BTN3A3
CTD-2154I11.2,2052.411138,-0.609839686,0.13679303,-4.458119578,8.26817763520265e-06,0.000376362,,,CTD
GLYATL2,1316.542139,-0.605193391,0.168400601,-3.59377216,0.000325925,0.006892361,,,GLYATL2
BNIP3P22,1257.956763,-0.60488709,0.156950431,-3.854000809,0.000116203,0.003082065,,,BNIP3P22
ESYT1,390.1442092,-0.597697923,0.192979158,-3.097214901,0.001953482,0.027448018,,,ESYT1
MYRIP,34182.67101,-0.594207762,0.182502231,-3.255893136,0.001130363,0.017845364,,,MYRIP
ST6GAL2,5113.797836,-0.592965557,0.181719285,-3.263085457,0.001102063,0.017526185,,,ST6GAL2
L3MBTL4,8359.396058,-0.590692989,0.194625929,-3.035016925,0.002405222,0.032168308,,,L3MBTL4
ST6GAL1,3318.216389,-0.587038793,0.167456561,-3.505618342,0.000455548,0.008869831,,,ST6GAL1
NYAP2,8814.416814,-0.586372236,0.149959712,-3.910198476,9.22203139582947e-05,0.002555185,,,NYAP2
ZNF252P,1042.179357,-0.585407361,0.125874571,-4.650719811,3.30778476325772e-06,0.000174728,,,ZNF252P
KIAA1217,41774.63429,-0.584737372,0.145278376,-4.024944299,5.69888029905472e-05,0.001756522,,,KIAA1217
PDE3B,11740.02669,-0.584444188,0.200841612,-2.909975593,0.00361457,0.043306881,,,PDE3B
FLJ37035,373.9726228,-0.584086723,0.181269633,-3.222198413,0.00127211,0.01960463,,,FLJ37035
MAMLD1,4527.540696,-0.582146683,0.164983358,-3.528517608,0.000417894,0.008294214,,,MAMLD1
ZMAT3,1784.082717,-0.582108247,0.20344667,-2.861232618,0.004219973,0.048278866,,,ZMAT3
ATP5LP7,944.8120939,-0.582037087,0.138774517,-4.194120781,2.73932002785604e-05,0.000987621,,,ATP5LP7
FAM126A,663.3962485,-0.580763143,0.187002925,-3.105636683,0.001898698,0.026877204,,,FAM126A
RP11-59H7.4,1870.762336,-0.579996102,0.185792327,-3.121744112,0.001797831,0.025923478,,,RP11
CTD-2199O4.6,1265.241656,-0.579399776,0.168703467,-3.434427207,0.000593808,0.010853789,,,CTD
PID1,11020.88445,-0.578018444,0.185679098,-3.112996831,0.00185198,0.026433316,,,PID1
ALX4,228.3364192,-0.576261709,0.187280183,-3.07700313,0.002090931,0.028865377,,,ALX4
NRG4,2031.536123,-0.575501084,0.142757187,-4.031328258,5.54625170075864e-05,0.001722992,,,NRG4
TBC1D4,5143.133383,-0.57445103,0.184411822,-3.115044494,0.001839172,0.026298259,,,TBC1D4
NEURL1B,767.019307,-0.566642163,0.197648396,-2.866920118,0.004144876,0.047558168,,,NEURL1B
SSX4B,4140.483615,-0.566326392,0.173990072,-3.254935088,0.001134183,0.017864327,,,SSX4B
NEK7,1770.727307,-0.559678944,0.194762577,-2.873647257,0.004057619,0.046738931,,,NEK7
CACNA1G,1391.723324,-0.559299842,0.160490702,-3.484936115,0.000492255,0.00943648,,,CACNA1G
NREP,1898.138401,-0.55815997,0.143906135,-3.878639155,0.000105042,0.002824168,,,NREP
ADGRA1,2492.119853,-0.557352386,0.176412941,-3.159362251,0.001581148,0.023477264,,,ADGRA1
KAZN,47020.72791,-0.556468364,0.192328529,-2.893321998,0.003811903,0.044852736,,,KAZN
BIN1,2473.219636,-0.555513672,0.13844221,-4.01260331,6.0052783198509e-05,0.001836556,,,BIN1
GPR155,4809.190022,-0.555249871,0.146383059,-3.793129312,0.000148761,0.003731518,,,GPR155
ZNF682,971.8278632,-0.553349998,0.152836463,-3.620536543,0.000293993,0.006348035,,,ZNF682
TTC39B,5141.91559,-0.553224146,0.161950784,-3.416001664,0.000635479,0.01140331,,,TTC39B
DIP2A,3647.605679,-0.553208345,0.114956905,-4.812310696,1.4919517030397e-06,9.02018697589052e-05,,,DIP2A
AF131217.1,1961.301075,-0.552429621,0.191203206,-2.889227812,0.003861892,0.045235741,,,AF131217.1
PIK3CD,431.8186335,-0.551721845,0.188626239,-2.924947485,0.003445144,0.041765059,,,PIK3CD
MOB3B,5135.910024,-0.550861612,0.154673486,-3.561448229,0.000368815,0.007542311,,,MOB3B
FANCM,866.102285,-0.549527287,0.135516874,-4.055046965,5.01242308928537e-05,0.001588547,,,FANCM
ZNF704,12690.78211,-0.548497177,0.132861016,-4.128353031,3.65370855190001e-05,0.001248562,,,ZNF704
RP11-595B24.1,331.7147053,-0.544351213,0.16914022,-3.218342815,0.001289336,0.019835323,,,RP11
BNIP3P30,388.177616,-0.543104995,0.187350026,-2.898878682,0.003744998,0.044329652,,,BNIP3P30
AIG1,20267.06426,-0.536630633,0.095484424,-5.620085564,1.90862909054981e-08,2.39380666628053e-06,,,AIG1
EPHA5,9942.937903,-0.536547568,0.134871658,-3.978208432,6.94364908612425e-05,0.002056838,,,EPHA5
TOX4P1,158.6987149,-0.535883533,0.17306595,-3.096412285,0.001958778,0.027448018,,,TOX4P1
SLC9B1,699.7890717,-0.528212378,0.152126932,-3.472181885,0.000516246,0.009761487,,,SLC9B1
DGKH,4499.253534,-0.527897396,0.109964096,-4.800634141,1.58163990104633e-06,9.48943695337696e-05,,,DGKH
CAPS2,2704.208904,-0.527082123,0.156732323,-3.362944626,0.000771158,0.013253019,,,CAPS2
AKAP7,2574.971736,-0.526846784,0.149786581,-3.5173163,0.000435934,0.008551487,,,AKAP7
NPAS3,28999.88261,-0.526006004,0.15696161,-3.351176143,0.000804691,0.013699501,,,NPAS3
TEX9,2715.493469,-0.525145093,0.159629469,-3.289775352,0.001002674,0.016237672,,,TEX9
RP11-4K3__A.3,1108.42457,-0.520031067,0.151104716,-3.441527718,0.000578439,0.010672158,,,RP11
ARHGAP20,6262.416076,-0.519287377,0.139796596,-3.714592429,0.000203531,0.004779949,,,ARHGAP20
RP4-621B10.8,890.4161421,-0.513946037,0.150927388,-3.405253629,0.000661026,0.011719052,,,RP4
ZNF470,653.3320311,-0.512925527,0.174724405,-2.935626126,0.003328753,0.040752158,,,ZNF470
STARD13,8299.474945,-0.512027166,0.166434136,-3.076455221,0.002094778,0.028901558,,,STARD13
RP11-315O6.1,330.9999002,-0.510198367,0.147364013,-3.462163909,0.000535851,0.010010816,,,RP11
RIMKLA,2340.922083,-0.508859626,0.176263805,-2.886920685,0.003890323,0.045433345,,,RIMKLA
DACT3-AS1,719.3661431,-0.508400263,0.151498363,-3.355813562,0.000791319,0.013530464,,,DACT3
RP4-651E10.4,552.9383061,-0.505109977,0.142399515,-3.547132707,0.000389448,0.007861989,,,RP4
USP17L18,909.630123,-0.502096053,0.167922338,-2.990049197,0.002789325,0.035841689,,,USP17L18
TENM3,20553.81571,-0.500275272,0.124166634,-4.02906366,5.59994535930251e-05,0.001732823,,,TENM3
CKAP2,644.4325228,-0.499383851,0.153297107,-3.257620849,0.001123504,0.017779264,,,CKAP2
WWP1,4417.887051,-0.498480615,0.147509654,-3.379308412,0.000726684,0.01265472,,,WWP1
FAM110B,5577.762608,-0.495665594,0.141894263,-3.493203908,0.000477262,0.009246803,,,FAM110B
CTPS2,1161.958931,-0.494903506,0.122333076,-4.045541244,5.22023735568674e-05,0.001641173,,,CTPS2
PGM1,1080.876422,-0.494321945,0.126754738,-3.899830138,9.62601985133853e-05,0.002648447,,,PGM1
ACSS3,702.5151782,-0.490625166,0.159246058,-3.080925033,0.002063586,0.028588304,,,ACSS3
NXPE3,1695.57229,-0.488034729,0.118842415,-4.106570261,4.01577347825065e-05,0.001335514,,,NXPE3
SLC1A2,5740.427131,-0.487360054,0.156694491,-3.11025647,0.00186925,0.026567232,,,SLC1A2
RP3-428L16.1,2219.059188,-0.483951643,0.152882926,-3.16550484,0.001548141,0.023059768,,,RP3
STK38,2663.136596,-0.483295283,0.130287623,-3.709448922,0.000207711,0.004849123,,,STK38
MCM9,1676.941704,-0.483022751,0.138632197,-3.48420324,0.000493605,0.009454672,,,MCM9
ZNF138,4184.019949,-0.477614402,0.114513881,-4.170799178,3.03533267142803e-05,0.001076242,,,ZNF138
LINC00623,1344.729183,-0.476176514,0.13421603,-3.547836371,0.000388409,0.007847735,,,LINC00623
SLC6A11,2054.384079,-0.476034687,0.159867102,-2.977690096,0.002904295,0.036896749,,,SLC6A11
NETO2,4878.020776,-0.475416833,0.160551114,-2.961155616,0.00306487,0.038419234,,,NETO2
SPARCL1,24261.38246,-0.473630252,0.12160725,-3.894753416,9.82986762972454e-05,0.002691968,,,SPARCL1
TRAV15,1121.045804,-0.468740008,0.126513505,-3.70505906,0.000211341,0.00491927,,,TRAV15
C15orf27,3837.303753,-0.458921085,0.151599348,-3.027196962,0.002468331,0.032713145,,,C15orf27
HIVEP1,9066.817186,-0.455739519,0.158670332,-2.872241544,0.004075713,0.046924434,,,HIVEP1
ZNF826P,951.9857825,-0.448724852,0.150431287,-2.982922379,0.002855104,0.036369798,,,ZNF826P
TRIL,3260.044956,-0.44825938,0.097459465,-4.599444287,4.23619463076043e-06,0.000212522,,,TRIL
NEK6,1021.424285,-0.448011398,0.145861518,-3.071484554,0.002129972,0.029318509,,,NEK6
DNAAF1,555.4475629,-0.447541962,0.150144739,-2.980736895,0.002875557,0.036590807,,,DNAAF1
DYSF,2768.636599,-0.441757586,0.114282384,-3.865491518,0.000110866,0.002967199,,,DYSF
MXI1,3221.363479,-0.439708998,0.140439272,-3.130954693,0.00174239,0.025235764,,,MXI1
ABAT,2702.794613,-0.43880333,0.135432295,-3.240019882,0.001195214,0.018601942,,,ABAT
RAB30,1549.835831,-0.438130581,0.147952077,-2.961300646,0.003063427,0.038419234,,,RAB30
P3H2,4379.377474,-0.435096436,0.134994609,-3.223065281,0.001268266,0.019583795,,,P3H2
ANKRD20A5P,2576.695518,-0.434126052,0.124806682,-3.478387907,0.000504439,0.009576631,,,ANKRD20A5P
ACBD5,1246.920023,-0.433179084,0.120651734,-3.590326228,0.000330264,0.006952949,,,ACBD5
WBP1L,2452.773259,-0.424528975,0.13689122,-3.10121405,0.001927289,0.027195423,,,WBP1L
KANSL1L,5932.154916,-0.418295883,0.102192514,-4.093214528,4.25433769405112e-05,0.001392417,,,KANSL1L
EXTL3,2714.994277,-0.414254684,0.142981214,-2.897266515,0.003764298,0.044512732,,,EXTL3
LINC00240,1731.426038,-0.413830219,0.121971228,-3.392851132,0.000691692,0.012161868,,,LINC00240
POLR2J2,2850.807477,-0.413649304,0.094034577,-4.39890641,1.08797729331731e-05,0.000468984,,,POLR2J2
HIPK1,2495.921727,-0.412099842,0.140203395,-2.939300027,0.003289545,0.040376978,,,HIPK1
ZNF630,1119.776922,-0.410667773,0.136482013,-3.008951602,0.002621509,0.034150582,,,ZNF630
LACE1,5003.98386,-0.408868121,0.119828792,-3.412102494,0.000644639,0.011532577,,,LACE1
AC010092.1,7041.537882,-0.405461373,0.119802983,-3.384401322,0.000713337,0.012459083,,,AC010092.1
AKAP1,1017.656075,-0.402427792,0.129053686,-3.118297545,0.001818991,0.026117458,,,AKAP1
XKR4,46098.03117,-0.401835487,0.110629788,-3.632253971,0.000280956,0.006122616,,,XKR4
RDX,2877.6878,-0.401699373,0.130854276,-3.069822275,0.002141862,0.029379267,,,RDX
CDS1,1839.446056,-0.399202673,0.126973052,-3.14399525,0.001666581,0.024407655,,,CDS1
SCLT1,9735.551217,-0.398696929,0.121915152,-3.270282009,0.001074403,0.017186806,,,SCLT1
TACC2,4685.712453,-0.395952686,0.116819731,-3.389433298,0.000700372,0.012278128,,,TACC2
FUT8,10145.02261,-0.395325835,0.125413455,-3.152180412,0.001620561,0.023939784,,,FUT8
LINC00094,613.7364542,-0.393110514,0.129581728,-3.033687845,0.002415843,0.032261239,,,LINC00094
BCO2,1813.458999,-0.390829717,0.103283112,-3.784062184,0.000154289,0.003821414,,,BCO2
DENND1B,5310.660144,-0.389038676,0.111567249,-3.487032978,0.000488411,0.009393349,,,DENND1B
TRIM25,689.7692046,-0.386838483,0.132492309,-2.919705191,0.003503627,0.042278409,,,TRIM25
CAPN5,707.1499196,-0.380906189,0.128351914,-2.967670506,0.003000658,0.037876079,,,CAPN5
ZNF235,2642.0689,-0.373813209,0.126445176,-2.956326367,0.003113275,0.03890191,,,ZNF235
ZFAND6,1139.659807,-0.372946928,0.104598649,-3.565504275,0.000363157,0.00743306,,,ZFAND6
BCKDHB,5903.033251,-0.37282512,0.106062,-3.515162072,0.000439486,0.00858961,,,BCKDHB
ACER3,3185.288976,-0.372647897,0.104053807,-3.581299985,0.000341889,0.007108815,,,ACER3
TIAM1,13035.024,-0.370403561,0.111210715,-3.330646354,0.000866446,0.014571991,,,TIAM1
ZNF248,8976.410231,-0.364859453,0.09502502,-3.83961461,0.000123228,0.003214141,,,ZNF248
BICD1,14974.14109,-0.36459091,0.107664742,-3.386353798,0.00070828,0.01240753,,,BICD1
RHOBTB1,4545.884312,-0.362666206,0.111404567,-3.255398019,0.001132336,0.017858592,,,RHOBTB1
GPLD1,2372.49284,-0.362271833,0.120044754,-3.017806447,0.002546115,0.033464235,,,GPLD1
KPNA4,2329.775904,-0.358165275,0.105622033,-3.391009099,0.000696358,0.012216832,,,KPNA4
GALNT10,808.035622,-0.354125096,0.122400365,-2.89317027,0.003813745,0.044852736,,,GALNT10
WDR11-AS1,3699.701741,-0.34990728,0.10346801,-3.381791921,0.000720147,0.012559423,,,WDR11
TCF12,10682.57213,-0.338496347,0.085858319,-3.94249914,8.06369394450326e-05,0.002296302,,,TCF12
ANTXR1,8312.090738,-0.336310842,0.110660749,-3.039115906,0.002372735,0.031842191,,,ANTXR1
SLC23A2,12050.16269,-0.329119374,0.113733937,-2.893765766,0.00380652,0.044832136,,,SLC23A2
GPR63,1954.961607,-0.328338733,0.10853994,-3.025049899,0.002485921,0.032874668,,,GPR63
C9orf85,1547.860577,-0.315811413,0.08904862,-3.546505431,0.000390377,0.007873988,,,C9orf85
TDRD3,4642.475708,-0.31052103,0.104017394,-2.985279832,0.00283319,0.036266987,,,TDRD3
PLS1,2885.643039,-0.289753984,0.098464056,-2.942738641,0.003253229,0.040080345,,,PLS1
RALGPS1,14110.04684,-0.276705817,0.093302596,-2.965681862,0.003020127,0.038020064,,,RALGPS1
APC,14684.08007,-0.233585135,0.074981171,-3.115250549,0.001837887,0.02629584,,,APC
MARK1,16082.05761,-0.228663582,0.073312095,-3.119043064,0.001814394,0.026079433,,,MARK1
CAMSAP2,15049.39453,0.210030914,0.060567829,3.46769756,0.000524938,0.00987042,,,CAMSAP2
NAA15,6312.193768,0.21163019,0.069469951,3.046355828,0.002316335,0.031191817,,,NAA15
PCBP1-AS1,10999.53733,0.222635766,0.07567104,2.94215286,0.00325939,0.040132196,,,PCBP1
BRAF,14583.78861,0.231789982,0.065498156,3.538877984,0.000401832,0.008040066,,,BRAF
MSH2,4926.335174,0.245192103,0.0827454,2.963211278,0.003044475,0.038265289,,,MSH2
CNOT4,8087.829677,0.248404608,0.082289426,3.018669811,0.002538871,0.033387637,,,CNOT4
KDM3A,3905.023759,0.253395356,0.071788049,3.529770735,0.00041592,0.008261985,,,KDM3A
SBNO1,3582.138189,0.257861192,0.083209569,3.098936746,0.001942165,0.02732357,,,SBNO1
SIRT3,1076.512397,0.268938125,0.086671557,3.102957136,0.001915974,0.027100629,,,SIRT3
GBF1,5378.52179,0.269014698,0.090467958,2.973590916,0.002943372,0.037299841,,,GBF1
UBXN4,4879.665169,0.269210687,0.089570948,3.005558075,0.00265094,0.034456224,,,UBXN4
UHRF1BP1L,6858.23555,0.269742159,0.091698881,2.941607963,0.00326513,0.04018189,,,UHRF1BP1L
LONRF2,12271.79722,0.279757619,0.097328344,2.874369445,0.004048351,0.046680159,,,LONRF2
VPS37A,5341.969449,0.281680089,0.080309362,3.50743774,0.000452444,0.008818744,,,VPS37A
ASXL1,4925.930623,0.285844175,0.083312104,3.431004136,0.000601351,0.010915524,,,ASXL1
KMT2C,25696.02592,0.287897391,0.100904992,2.853153102,0.004328776,0.049189499,,,KMT2C
ELMO1,21803.43951,0.288736154,0.098020676,2.945665802,0.003222604,0.03982483,,,ELMO1
ASTN1,43928.11998,0.290834314,0.095890915,3.03297046,0.002421593,0.032313946,,,ASTN1
RBM33,12571.47288,0.29424074,0.08351036,3.523404043,0.000426041,0.008413424,,,RBM33
COG5,17216.19633,0.302916523,0.082044485,3.692100962,0.000222409,0.005086914,,,COG5
POC1B,4049.930927,0.303706761,0.102045589,2.976187054,0.002918568,0.037038166,,,POC1B
CNRIP1,4021.768893,0.30583375,0.088559953,3.453409141,0.000553549,0.010277264,,,CNRIP1
RFWD2,16014.42474,0.307621958,0.098368684,3.127234672,0.00176459,0.025479039,,,RFWD2
ATL1,6174.277884,0.308503383,0.080554449,3.829749767,0.000128274,0.003316408,,,ATL1
USP36,2736.316684,0.309552087,0.108660447,2.848801891,0.00438842,0.049675731,,,USP36
PHF8,2902.846459,0.310311151,0.102393975,3.03056063,0.002441002,0.032499367,,,PHF8
ACAP2,8035.684873,0.310677104,0.107432173,2.891844168,0.003829879,0.044927715,,,ACAP2
DCLK2,15559.34177,0.311222975,0.103159137,3.01692107,0.002553563,0.033524755,,,DCLK2
IGFL4,3677.662782,0.31323329,0.106727271,2.934894577,0.00333661,0.040805982,,,IGFL4
ENSGR0000281849,12482.34403,0.313596912,0.079334229,3.952857628,7.72233885774803e-05,0.002233254,,,ENSGR0000281849
RPS6KA3,8637.518539,0.31435898,0.108522498,2.896717128,0.003770896,0.04454607,,,RPS6KA3
KCNB1,28964.77541,0.314744535,0.091542214,3.438244734,0.000585498,0.010743579,,,KCNB1
PHLPP1,6615.384403,0.316598038,0.090505976,3.498089871,0.000468603,0.009101478,,,PHLPP1
ARHGEF3,10098.73798,0.317343928,0.094005548,3.375799989,0.000736014,0.012798285,,,ARHGEF3
ZC3H14,6214.911369,0.319346356,0.085875149,3.718728386,0.000200228,0.004716593,,,ZC3H14
UBR4,10602.62028,0.321712251,0.109086443,2.949149697,0.003186496,0.039523612,,,UBR4
HUWE1,10417.13275,0.324854804,0.110057599,2.951679913,0.003160504,0.03926318,,,HUWE1
WDR25,2496.581063,0.325079345,0.113645136,2.860477416,0.004230037,0.048347086,,,WDR25
COG6,9618.672388,0.327148832,0.087916053,3.721150121,0.000198317,0.004680809,,,COG6
SAFB,2130.746115,0.330135886,0.10882158,3.033735442,0.002415461,0.032261239,,,SAFB
TPM1,2722.435158,0.330253865,0.08923574,3.700914746,0.000214824,0.004966007,,,TPM1
CMTM4,3947.513885,0.330553077,0.108148209,3.056482199,0.002239508,0.030452915,,,CMTM4
EIF4G3,37406.68588,0.330933838,0.086535826,3.8242408,0.000131176,0.003383098,,,EIF4G3
TBC1D14,2317.296058,0.332840988,0.109377419,3.043050313,0.002341932,0.031482559,,,TBC1D14
SPTBN2,2092.977319,0.333296908,0.09171838,3.633916213,0.000279152,0.006088912,,,SPTBN2
MTMR12,8670.323581,0.333439417,0.079555746,4.191267587,2.77400257402061e-05,0.000995559,,,MTMR12
WBSCR17,43998.85478,0.333813711,0.090172665,3.701939052,0.000213958,0.004956173,,,WBSCR17
USP37,2717.878238,0.33783036,0.113654376,2.972436011,0.002954468,0.037413211,,,USP37
RP11-776A13.1,913.5566928,0.33997368,0.107167782,3.172349676,0.001512108,0.022599707,,,RP11
WASL,5394.995133,0.340060767,0.113794772,2.98836899,0.002804707,0.035980517,,,WASL
DPH1,832.9400087,0.341044138,0.115687707,2.94797214,0.003198659,0.039556963,,,DPH1
NCAM1,55705.84388,0.341896338,0.106718415,3.203723898,0.001356625,0.020694442,,,NCAM1
BTRC,14311.67303,0.343521201,0.097655654,3.517678566,0.000435339,0.008546933,,,BTRC
SAP30BP,1302.112439,0.345026085,0.095873007,3.598782343,0.000319711,0.006773097,,,SAP30BP
PROSER1,2054.49482,0.351301595,0.119036474,2.951209683,0.00316532,0.039302301,,,PROSER1
TTPAL,999.3681028,0.3556004,0.098971341,3.592963351,0.000326939,0.006901419,,,TTPAL
NFIX,7593.536685,0.356442443,0.11940788,2.985083094,0.002835013,0.036269815,,,NFIX
PSME4,4663.346859,0.356870476,0.116229944,3.070383266,0.002137842,0.029363495,,,PSME4
ATP11B,5670.471936,0.359286083,0.107005017,3.35765641,0.000786063,0.013460108,,,ATP11B
EXOC6B,35435.79785,0.359335504,0.107708587,3.336182503,0.000849374,0.014335996,,,EXOC6B
FBXW4,7174.03663,0.360515532,0.120110935,3.00152132,0.002686342,0.034822026,,,FBXW4
TBCD,6607.000649,0.361324238,0.11111611,3.251771849,0.00114688,0.018016185,,,TBCD
SUCO,2308.009271,0.361759024,0.094303187,3.836127212,0.00012499,0.003242169,,,SUCO
DNM1,10551.23286,0.362746498,0.099268598,3.654191827,0.000257993,0.005677393,,,DNM1
SHANK2,23468.35678,0.364452912,0.126650042,2.8776375,0.004006653,0.046310226,,,SHANK2
B3GAT1,6312.188,0.365025496,0.119712216,3.049191709,0.00229458,0.03095189,,,B3GAT1
ZC3H8,5036.618666,0.36683156,0.099133843,3.700366583,0.000215288,0.004966651,,,ZC3H8
RAP1B,2944.045371,0.368784362,0.107778984,3.421672288,0.000622373,0.011210793,,,RAP1B
SLC4A8,11980.79373,0.369575686,0.107674727,3.43233456,0.000598409,0.010895662,,,SLC4A8
ABI1,8627.009863,0.36963032,0.111355063,3.319384939,0.00090216,0.015012015,,,ABI1
ECT2L,3685.239937,0.371360067,0.122645952,3.027903179,0.00246257,0.032694218,,,ECT2L
UQCRC2,5534.180265,0.375831657,0.072813035,5.161598535,2.44849952053358e-07,2.01864231449865e-05,,,UQCRC2
TTC28,23654.15504,0.379195375,0.096482109,3.930214403,8.48701484945602e-05,0.002386861,,,TTC28
CAMK2A,24248.94294,0.379314526,0.107547084,3.526962426,0.000420356,0.008328404,,,CAMK2A
UBAP1L,1589.555473,0.379422397,0.109304818,3.471232145,0.000518076,0.009788231,,,UBAP1L
PTPRR,21005.94848,0.380857652,0.100357198,3.795020781,0.000147631,0.00371108,,,PTPRR
GALNT18,30305.76154,0.381625533,0.117466565,3.248801325,0.001158924,0.01816906,,,GALNT18
RRAGD,2974.198521,0.382327402,0.104070785,3.673724592,0.00023904,0.005369756,,,RRAGD
CELSR3,1789.814251,0.382434505,0.115707699,3.305177678,0.000949162,0.015563486,,,CELSR3
TNNT2,1331.719191,0.382626036,0.117237812,3.263674316,0.001099775,0.017509518,,,TNNT2
EXOG,3085.72661,0.383452248,0.131800772,2.909332345,0.003622016,0.043374055,,,EXOG
SERTAD2,2555.51172,0.383509134,0.099121345,3.869087281,0.000109244,0.002927106,,,SERTAD2
MTA3,11459.55245,0.383533212,0.122344503,3.134862649,0.001719346,0.025011394,,,MTA3
BCLAF1,5402.156557,0.384321524,0.111761353,3.43876942,0.000584365,0.010739467,,,BCLAF1
DDRGK1,1416.301768,0.384850806,0.100080363,3.845417753,0.000120347,0.003163509,,,DDRGK1
ZNF236,4921.476459,0.387452626,0.111357385,3.479361748,0.00050261,0.009549583,,,ZNF236
FAM193B,2911.921643,0.388057893,0.126788562,3.060669574,0.002208427,0.030204462,,,FAM193B
TRIT1,2951.44158,0.38841921,0.113912602,3.409800171,0.000650105,0.011595177,,,TRIT1
HNRNPM,2707.273893,0.38984647,0.136263254,2.86098018,0.004223335,0.048293892,,,HNRNPM
PARP6,2260.289989,0.391026338,0.120198789,3.253163712,0.001141277,0.017952085,,,PARP6
METTL8,2827.915935,0.394826918,0.116115135,3.400305364,0.000673106,0.011896439,,,METTL8
TMCO3,2336.690663,0.396472491,0.139227655,2.847656162,0.004404248,0.049783204,,,TMCO3
ARNT2,32521.96159,0.396999158,0.094591846,4.196970197,2.70509514930486e-05,0.000978274,,,ARNT2
MTRR,2437.154857,0.401196389,0.109719081,3.656578089,0.000255605,0.005643165,,,MTRR
TSTD2,2045.19777,0.401411546,0.126256562,3.179332138,0.001476148,0.022164236,,,TSTD2
PRKCB,64445.13052,0.401551916,0.126019532,3.186426013,0.001440423,0.021715946,,,PRKCB
STX2,2928.554204,0.40198324,0.113459875,3.54295507,0.00039567,0.007967127,,,STX2
ITFG2,1432.88659,0.402201912,0.134354866,2.993579047,0.002757261,0.035526476,,,ITFG2
TTLL11,17318.37947,0.402373588,0.136279439,2.952562687,0.003151481,0.039191788,,,TTLL11
MEF2D,2820.146162,0.402814186,0.107146975,3.759454573,0.000170284,0.004161933,,,MEF2D
CD276,2259.449987,0.403182484,0.112872807,3.572007247,0.000354256,0.00729519,,,CD276
RIMBP2,26716.92547,0.403353187,0.134888732,2.990265992,0.002787346,0.035835787,,,RIMBP2
RPS2P25,18392.97789,0.405251351,0.125328814,3.233505042,0.001222812,0.01899386,,,RPS2P25
PIP4K2C,1242.533048,0.405286092,0.13746659,2.948251579,0.003195769,0.039556963,,,PIP4K2C
CRMP1,6105.10969,0.405332911,0.121745029,3.32935902,0.000870461,0.014629084,,,CRMP1
SVEP1,2787.634189,0.406335417,0.119781658,3.392300822,0.000693083,0.012168432,,,SVEP1
UBN1,1122.747364,0.40651634,0.122969181,3.305839221,0.000946924,0.015548414,,,UBN1
CHL1,25300.57766,0.406600014,0.134681655,3.018971014,0.002536348,0.033387637,,,CHL1
CREBL2,1867.909396,0.408537655,0.130407337,3.132781214,0.001731585,0.025141031,,,CREBL2
PIGT,725.2205415,0.408777926,0.143379042,2.851029828,0.004357788,0.049423899,,,PIGT
PEAK1,18625.37213,0.409205169,0.110857784,3.691262411,0.000223144,0.005093424,,,PEAK1
EEF1DP3,4653.176859,0.411346815,0.133121132,3.0900189,0.002001438,0.027907686,,,EEF1DP3
ANKRD11,18202.6388,0.412906094,0.136179216,3.032078659,0.002428759,0.032391239,,,ANKRD11
TNR,41971.68189,0.415136671,0.137846135,3.011594553,0.002598795,0.033986121,,,TNR
BRINP2,23803.74236,0.417178381,0.120427205,3.464153973,0.000531902,0.009961649,,,BRINP2
CDC14B,5595.0682,0.419243778,0.138032553,3.037281923,0.002387221,0.031981976,,,CDC14B
WDR41,4722.684563,0.422444178,0.115015646,3.672927936,0.000239787,0.005369756,,,WDR41
JPH4,5028.777003,0.423416803,0.109937003,3.851449393,0.000117421,0.00311086,,,JPH4
FBXO34,6924.448022,0.424121427,0.146602908,2.892994643,0.003815878,0.044852736,,,FBXO34
CXADR,2949.800865,0.424569665,0.130608985,3.250692629,0.001151242,0.018060643,,,CXADR
TSPAN3,4034.663325,0.424607876,0.102838957,4.128862152,3.64562876688831e-05,0.001247609,,,TSPAN3
WDFY2,5371.732385,0.424635812,0.086715594,4.89687948,9.73705148237247e-07,6.36488015630916e-05,,,WDFY2
MAN2B2,1331.78328,0.42480132,0.149102548,2.849054725,0.004384934,0.049660112,,,MAN2B2
CPEB4,12718.82723,0.425121619,0.099760542,4.261420486,2.03131627636451e-05,0.000786926,,,CPEB4
PSD3,23290.90023,0.425428533,0.12305118,3.457329986,0.000545556,0.01015286,,,PSD3
