,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,Reformatted Genes
PCDH11X,13178.13047,-1.044492708,0.253784463,-4.115668457,3.86058910580287e-05,0.001294862,,,PCDH11X
C12orf75,253.2000545,-1.043902679,0.28299171,-3.688810107,0.000225305,0.00512787,,,C12orf75
GPR39,458.8051592,-1.043478587,0.189653924,-5.502014223,3.75476655344882e-08,4.17611512093254e-06,,,GPR39
LINC00598,115.3686182,-1.042738107,0.346603712,-3.008444715,0.002625886,0.034188713,,,LINC00598
NPNT,332.7251292,-1.042358744,0.249316693,-4.18086222,2.90405798884895e-05,0.001035927,,,NPNT
ARSJ,1246.332334,-1.041780613,0.340583757,-3.058808856,0.002222189,0.030309353,,,ARSJ
AC006994.2,340.1240215,-1.039194258,0.281953879,-3.685688819,0.000228085,0.005176144,,,AC006994.2
AC010127.3,1673.210701,-1.038483972,0.278190132,-3.733000747,0.000189212,0.004515618,,,AC010127.3
IGDCC4,197.4963826,-1.036937036,0.257436247,-4.027937209,5.62683655823255e-05,0.001737196,,,IGDCC4
CCND1,78.16618057,-1.036728454,0.268422491,-3.862300997,0.000112324,0.002999421,,,CCND1
LINC01524,166.5215232,-1.03372628,0.346114339,-2.98666124,0.002820421,0.036142771,,,LINC01524
OCA2,1113.488195,-1.033261704,0.242089795,-4.26809277,1.97151340475142e-05,0.000767101,,,OCA2
KCNAB3,610.13641,-1.02957583,0.243628623,-4.226005205,2.37876490697504e-05,0.00088329,,,KCNAB3
RHOJ,805.3383872,-1.029518401,0.252773925,-4.072882117,4.64349298833414e-05,0.00149371,,,RHOJ
LINC00612,242.9833907,-1.028969256,0.341274553,-3.015077588,0.002569135,0.03369168,,,LINC00612
GPR161,1127.137826,-1.028667175,0.26051888,-3.948532156,7.8631854898721e-05,0.002257447,,,GPR161
CBR3-AS1,148.6263896,-1.028607898,0.295825874,-3.47707212,0.000506921,0.00961601,,,CBR3
RP11-789F5.1,66.33199875,-1.027942179,0.339940302,-3.023890294,0.002495469,0.032982436,,,RP11
FSTL5,17113.90396,-1.02792621,0.305084968,-3.369311238,0.000753563,0.013024067,,,FSTL5
LINC00535,334.2859966,-1.027845931,0.240235449,-4.278494013,1.88162049756296e-05,0.000736989,,,LINC00535
RP11-357D18.1,1033.697973,-1.027617315,0.269169569,-3.817732144,0.000134684,0.003444376,,,RP11
LINC00654,93.36774501,-1.02692467,0.335949222,-3.05678538,0.002237244,0.030444537,,,LINC00654
MOGAT1,69.04869787,-1.025596712,0.318351132,-3.221589651,0.001274816,0.019633494,,,MOGAT1
ZNF462,2784.948161,-1.025321179,0.200720132,-5.108212946,3.25220011544791e-07,2.54762878811117e-05,,,ZNF462
TRPC4,3315.932407,-1.021608348,0.231648939,-4.410157688,1.03295372774771e-05,0.000449373,,,TRPC4
RNU6-323P,219.4824834,-1.018976667,0.320861964,-3.175747769,0.001494508,0.022402424,,,RNU6
AFAP1L1,494.1883104,-1.015224425,0.264518228,-3.838013102,0.000124034,0.003228029,,,AFAP1L1
RP11-242F11.2,188.5917587,-1.013886592,0.34489593,-2.939688484,0.003285424,0.0403474,,,RP11
RPH3A,11704.52559,-1.013866564,0.189118513,-5.361011711,8.27571521193893e-08,8.09680867146506e-06,,,RPH3A
RP11-522B15.6,114.4079363,-1.01255978,0.2737326,-3.699083629,0.000216379,0.004977568,,,RP11
TTPA,133.3837917,-1.011974314,0.355179338,-2.849192523,0.004383035,0.049660112,,,TTPA
RP11-563D10.1,199.1495337,-1.011780495,0.338437704,-2.989561987,0.002793778,0.035879347,,,RP11
AC010153.3,44.04034832,-1.011313175,0.350802488,-2.882856338,0.003940871,0.045842034,,,AC010153.3
DNER,8008.799743,-1.008558352,0.272573274,-3.700136619,0.000215483,0.004966651,,,DNER
NPFFR2,907.9538391,-1.007038384,0.322824882,-3.119457147,0.001811846,0.026065601,,,NPFFR2
DPY19L1,5347.667278,-1.006577144,0.237477481,-4.238621447,2.24896511441646e-05,0.000850916,,,DPY19L1
RAB3IP,1253.491637,-1.006350183,0.130679401,-7.700909053,1.35101624501234e-14,9.65321577004421e-12,,,RAB3IP
AC016768.1,895.5078199,-1.004980779,0.142043569,-7.07515858,1.49277954062216e-12,6.17513136637366e-10,,,AC016768.1
RP11-104C4.2,27.92138489,-1.004583928,0.341290736,-2.943484317,0.003245403,0.040022672,,,RP11
ARSF,90.24046744,-1.003878168,0.313466843,-3.202501922,0.001362394,0.020765017,,,ARSF
ADCYAP1R1,4261.631694,-1.002425669,0.196954152,-5.089639685,3.58744516021593e-07,2.7733891617289e-05,,,ADCYAP1R1
MYCBPAP,184.6664413,-1.002026289,0.229937017,-4.357829391,1.31358715081902e-05,0.000543387,,,MYCBPAP
MGLL,3219.736539,-1.000607367,0.228176414,-4.38523575,1.15860230210678e-05,0.000489366,,,MGLL
GABRG3,32269.89991,-1.000065954,0.190294643,-5.255355272,1.47738996000946e-07,1.2998275323531e-05,,,GABRG3
RASSF3,469.1657935,-0.997737384,0.249218266,-4.003468125,6.24206147245738e-05,0.001891794,,,RASSF3
LINC01344,326.3580097,-0.995194004,0.249729295,-3.98509115,6.74542274215706e-05,0.00201075,,,LINC01344
RP11-164N20.2,1499.509284,-0.994026745,0.186531827,-5.328992688,9.87589723603182e-08,9.31455123713577e-06,,,RP11
CPA6,248.7143949,-0.99344499,0.258564713,-3.842152243,0.00012196,0.003185004,,,CPA6
ZNF492,68.50171752,-0.992967166,0.33942661,-2.925425221,0.003439858,0.041744181,,,ZNF492
BCAR3,2420.491187,-0.992508313,0.20593666,-4.819483399,1.43930428443877e-06,8.74674116566543e-05,,,BCAR3
RP11-343C2.7,2569.681706,-0.992100205,0.280953121,-3.531194818,0.000413687,0.008234957,,,RP11
TRIQK,66.68733032,-0.991474488,0.254557233,-3.894898124,9.82400110024661e-05,0.002691968,,,TRIQK
CTB-32O4.3,41.28132689,-0.990010516,0.330871896,-2.992126347,0.002770416,0.035676479,,,CTB
DPYS,1176.847562,-0.989818244,0.231498446,-4.275701457,1.90536413637839e-05,0.000745051,,,DPYS
AC018799.1,634.9359836,-0.989580235,0.329669057,-3.001738298,0.002684428,0.034816357,,,AC018799.1
C20orf203,946.5514046,-0.988491189,0.310994103,-3.178488533,0.001480451,0.022205819,,,C20orf203
CTD-2517M22.9,73.9110411,-0.988059605,0.326410253,-3.027048308,0.002469545,0.032713145,,,CTD
EIF2AP4,81.48276559,-0.987695741,0.300006272,-3.292250308,0.000993891,0.016139778,,,EIF2AP4
SVOPL,71.36931757,-0.986654222,0.286359601,-3.445507736,0.000569988,0.010540972,,,SVOPL
RP11-154D6.1,369.064608,-0.983455528,0.312013697,-3.151962675,0.00162177,0.023939784,,,RP11
CENPK,164.4064042,-0.982785349,0.329954333,-2.978549606,0.002896161,0.036813257,,,CENPK
GNG4,720.4339397,-0.981477918,0.208098956,-4.716400004,2.40054264799259e-06,0.000134768,,,GNG4
GPR12,358.3716658,-0.98125661,0.246454262,-3.981495801,6.84829312009408e-05,0.002031143,,,GPR12
RP11-353N4.5,153.5829111,-0.980378055,0.248766327,-3.940959638,8.11562824969164e-05,0.002299981,,,RP11
STMN2,6863.690969,-0.977189177,0.225295735,-4.337362068,1.44202971941369e-05,0.00058422,,,STMN2
FREM1,2350.327744,-0.97628321,0.189078018,-5.163388214,2.42519436392022e-07,2.01350908122799e-05,,,FREM1
OSBPL10,6242.39583,-0.976102541,0.130804479,-7.46230213,8.50236440123946e-14,5.01193125542063e-11,,,OSBPL10
PCOLCE2,175.572241,-0.974524439,0.245375999,-3.97155566,7.14048123239379e-05,0.00210194,,,PCOLCE2
RP11-439K3.1,109.9459633,-0.968631378,0.306861291,-3.156577274,0.001596326,0.023655156,,,RP11
RP11-488L18.4,838.7906304,-0.967048314,0.152111266,-6.357506199,2.05055399343906e-10,5.14361836290422e-08,,,RP11
KB-1043D8.6,792.6333809,-0.965471658,0.236576803,-4.081007286,4.48409492611709e-05,0.001452342,,,KB
FGF13,8403.055484,-0.964855081,0.171016213,-5.641892461,1.6819114391503e-08,2.16709234009425e-06,,,FGF13
KLF3,961.8058763,-0.964023276,0.201457496,-4.785244015,1.70779721211494e-06,0.000101176,,,KLF3
RYR3,10273.10324,-0.96386815,0.253114416,-3.808033403,0.000140076,0.003551463,,,RYR3
RERG,2292.954122,-0.962489374,0.330301599,-2.913971284,0.003568627,0.042930951,,,RERG
WNT4,148.6940258,-0.960408295,0.311505551,-3.083117759,0.002048441,0.028428596,,,WNT4
AC079150.3,42.70468947,-0.959061876,0.332772192,-2.882037317,0.003951129,0.045916057,,,AC079150.3
RP11-953B20.2,70.9516423,-0.957387661,0.290135742,-3.299792215,0.000967564,0.015788374,,,RP11
AC097721.2,239.1673905,-0.955323607,0.315486447,-3.028097139,0.00246099,0.032691648,,,AC097721.2
RN7SL571P,295.6309666,-0.955306321,0.252139954,-3.7887939,0.00015138,0.003768054,,,RN7SL571P
ITGA6,313.4493258,-0.955147636,0.224529287,-4.25400022,2.09985093924098e-05,0.000807706,,,ITGA6
IL1RAP,3428.866737,-0.952736751,0.170096196,-5.601164348,2.12916744148482e-08,2.64229679488266e-06,,,IL1RAP
RP11-121E16.1,211.7816632,-0.951931613,0.290186253,-3.280415949,0.001036541,0.016683011,,,RP11
NOTCH2,503.2390387,-0.951595473,0.279243379,-3.407763776,0.000654976,0.011649102,,,NOTCH2
ALG1L,28.75748345,-0.950561183,0.32812341,-2.896962407,0.003767949,0.044533569,,,ALG1L
LCP2,179.4005406,-0.948484321,0.252477455,-3.756708981,0.000172163,0.004193615,,,LCP2
TRPM3,22598.38083,-0.948161008,0.254666786,-3.723143577,0.000196758,0.00466266,,,TRPM3
PZP,3127.216774,-0.947049921,0.235823367,-4.01592909,5.92120587592297e-05,0.001815724,,,PZP
PCDH11Y,5552.205835,-0.943846942,0.204892051,-4.606557159,4.09390565356058e-06,0.000206261,,,PCDH11Y
PRRT4,206.6423543,-0.941735546,0.269708842,-3.491674725,0.000480002,0.009292263,,,PRRT4
RP11-377D9.3,193.0335814,-0.939229057,0.193473544,-4.854560672,1.2065392667315e-06,7.50632964914567e-05,,,RP11
ZNF423,1022.790768,-0.936175294,0.263376482,-3.554513619,0.000378679,0.007703943,,,ZNF423
BRIP1,619.8856393,-0.935689868,0.239837525,-3.901348919,9.56581551335014e-05,0.002638039,,,BRIP1
GREM2,1546.78938,-0.935351951,0.227199238,-4.116879791,3.8403624706364e-05,0.001289913,,,GREM2
RP11-422N16.3,6561.165149,-0.934608341,0.318271297,-2.9365147,0.003319231,0.04067783,,,RP11
KIAA1644,1910.892424,-0.932750802,0.158593104,-5.881408331,4.06790223689542e-09,6.26908933619327e-07,,,KIAA1644
ANKFN1,1811.432718,-0.929614354,0.213588303,-4.352365474,1.3467651032113e-05,0.000552167,,,ANKFN1
DHRS4L1,114.8296995,-0.92925996,0.325825009,-2.852021585,0.004344215,0.04929367,,,DHRS4L1
RP11-186B7.7,1307.873347,-0.928699161,0.21930028,-4.234828878,2.28725814180509e-05,0.000858778,,,RP11
MTUS1,1659.948003,-0.928242308,0.269866632,-3.439633495,0.000582502,0.010722201,,,MTUS1
COL25A1,2563.309658,-0.925240741,0.207180695,-4.465863675,7.97463798545195e-06,0.000365825,,,COL25A1
PCBP3,2692.620569,-0.924099194,0.219351067,-4.212877591,2.521377227213e-05,0.000927481,,,PCBP3
AC091073.1,1354.734239,-0.921811012,0.22753598,-4.051275807,5.09391197098074e-05,0.00160789,,,AC091073.1
NOS1,1117.532943,-0.92079241,0.288549828,-3.191103651,0.001417304,0.02142131,,,NOS1
HPSE2,2376.417539,-0.920768395,0.313201599,-2.939858541,0.003283621,0.0403474,,,HPSE2
CCNE1,73.39538591,-0.919041464,0.259541307,-3.541021947,0.00039858,0.00800522,,,CCNE1
ENPP1,226.8990442,-0.918745344,0.248285887,-3.700352665,0.0002153,0.004966651,,,ENPP1
PPP1R17,105.6403025,-0.917915182,0.30225149,-3.036925246,0.002390047,0.03200166,,,PPP1R17
SUMO2P18,1086.36396,-0.916550066,0.291489145,-3.144371181,0.001664442,0.024407655,,,SUMO2P18
PGA5,448.7243878,-0.916109513,0.30458636,-3.0077168,0.002632183,0.03425179,,,PGA5
CRTAC1,3543.101943,-0.913124937,0.206787261,-4.415769779,1.00651163099802e-05,0.000441125,,,CRTAC1
CNN3,1252.012213,-0.913113955,0.298820474,-3.055727547,0.002245152,0.030459397,,,CNN3
SLC44A5,20035.89273,-0.909487191,0.190117129,-4.783825619,1.71989909489826e-06,0.000101638,,,SLC44A5
AC133680.1,3489.981092,-0.908021663,0.307967634,-2.948432112,0.003193903,0.039556963,,,AC133680.1
FPR3,901.0121554,-0.905144486,0.190198134,-4.758955656,1.94597177156823e-06,0.000112461,,,FPR3
RP11-15A1.2,185.385476,-0.902799924,0.19532887,-4.621948222,3.80152910306631e-06,0.000193776,,,RP11
RP11-551L14.4,124.3440448,-0.898230653,0.204948754,-4.382708541,1.17212877335909e-05,0.000493529,,,RP11
ZFHX3,2507.060388,-0.895975182,0.227380582,-3.940420824,8.13387941487088e-05,0.002302318,,,ZFHX3
KCNH5,9086.420245,-0.894987848,0.164573182,-5.43823628,5.3810583562937e-08,5.63910999924662e-06,,,KCNH5
LINC01208,51.08512995,-0.894490255,0.287949909,-3.106409226,0.001893744,0.026834495,,,LINC01208
RP11-536C10.19,107.4281954,-0.892798862,0.234560049,-3.806269938,0.000141078,0.003573026,,,RP11
RP11-440G9.1,51.59232271,-0.892614836,0.291761877,-3.059395029,0.002217845,0.030280583,,,RP11
KLF3-AS1,1594.395137,-0.890593831,0.259438176,-3.43277865,0.00059743,0.010886239,,,KLF3
HS3ST4,30624.15276,-0.889445915,0.259776758,-3.423885653,0.000617326,0.011162356,,,HS3ST4
EEF1DP4,137.9787044,-0.88897202,0.182644492,-4.867226002,1.13175580487797e-06,7.11617869952473e-05,,,EEF1DP4
PKHD1,408.9485406,-0.885257776,0.268954784,-3.291474366,0.000996637,0.01617323,,,PKHD1
PMEPA1,1222.457391,-0.884711799,0.215160642,-4.111866327,3.92473526146352e-05,0.001314508,,,PMEPA1
SDC2,480.4764037,-0.884177327,0.193986385,-4.55793497,5.16590259841102e-06,0.000251148,,,SDC2
ZNF257,223.0216691,-0.882573088,0.227090921,-3.886430524,0.000101729,0.002744472,,,ZNF257
PLSCR1,602.2416364,-0.882115293,0.226696255,-3.891177177,9.97590521276502e-05,0.002711807,,,PLSCR1
COL8A1,1011.749301,-0.881404502,0.249209238,-3.536805088,0.000404998,0.008085909,,,COL8A1
ANKRD29,1282.794545,-0.880840679,0.288163654,-3.056737612,0.002237601,0.030444537,,,ANKRD29
HNMT,1147.935039,-0.880123907,0.223640728,-3.935436603,8.30455847288838e-05,0.002342263,,,HNMT
CDC42P3,536.517564,-0.87551202,0.292211429,-2.996159405,0.002734035,0.035304384,,,CDC42P3
RP11-436K8.1,207.7487009,-0.875288167,0.166271025,-5.26422549,1.40781576695441e-07,1.25263728184974e-05,,,RP11
RN7SL209P,188.2401746,-0.871055548,0.259388474,-3.358112007,0.000784768,0.013457488,,,RN7SL209P
TSPAN9,2388.803956,-0.870884988,0.207534534,-4.196337691,2.71265699546288e-05,0.000979506,,,TSPAN9
SLC9A9,8856.027185,-0.870609977,0.187603538,-4.640690609,3.47246703070467e-06,0.000181238,,,SLC9A9
TBL1Y,96.90985739,-0.868708368,0.289960541,-2.99595374,0.002735879,0.035308866,,,TBL1Y
TMEM182,344.9037828,-0.868131472,0.288856767,-3.005404659,0.002652277,0.034456224,,,TMEM182
NEFH,957.5227485,-0.866769651,0.264771401,-3.273652852,0.00106167,0.017008601,,,NEFH
TRAF1,166.2102933,-0.866005631,0.275889529,-3.138957954,0.001695498,0.024723649,,,TRAF1
ZNF680,3916.925185,-0.865446789,0.230032201,-3.76228539,0.000168368,0.004122475,,,ZNF680
ST5,1684.636979,-0.865051333,0.228350441,-3.78826215,0.000151705,0.003769279,,,ST5
CHRNB3,81.82027156,-0.864414734,0.294634144,-2.933857973,0.003347774,0.040905995,,,CHRNB3
LAMA4,1948.904805,-0.862616524,0.177336697,-4.864286619,1.14870354912164e-06,7.18442466438707e-05,,,LAMA4
ZNF350-AS1,2113.784123,-0.861669094,0.259001424,-3.326889403,0.000878212,0.014727856,,,ZNF350
IGFBP7,136.4032875,-0.859855875,0.29050204,-2.95989617,0.003077427,0.038556143,,,IGFBP7
ZFAND4,516.3311352,-0.857870609,0.286370937,-2.995662266,0.002738496,0.035323297,,,ZFAND4
STK32B,929.0110851,-0.853828404,0.259913068,-3.285053773,0.001019629,0.01646963,,,STK32B
COL6A4P2,95.95006671,-0.853372614,0.280834909,-3.038698488,0.002376025,0.031855712,,,COL6A4P2
CTD-2201E9.2,76.15195455,-0.853350507,0.293117457,-2.911291996,0.003599375,0.043191907,,,CTD
LRP8,3217.142791,-0.853115294,0.202263212,-4.217847058,2.46646016168948e-05,0.00091012,,,LRP8
SLC35F1,37221.31638,-0.852255987,0.296087066,-2.878396542,0.003997024,0.046266971,,,SLC35F1
ABI3BP,1449.149584,-0.851865198,0.26727449,-3.187229719,0.001436426,0.021669544,,,ABI3BP
SCN2B,714.3274671,-0.850756912,0.212642889,-4.00087168,6.31095757790217e-05,0.00190777,,,SCN2B
ZNF681,488.4865073,-0.850524875,0.226957795,-3.747502364,0.000178604,0.004327304,,,ZNF681
TMEM200C,222.6413997,-0.849153695,0.283044903,-3.00006708,0.002699202,0.034969491,,,TMEM200C
RP11-96O20.2,813.3794984,-0.848748278,0.183439781,-4.626849602,3.71269915270484e-06,0.000190818,,,RP11
EYA2,97.30837653,-0.84639837,0.291059879,-2.907987092,0.003637634,0.043516875,,,EYA2
NTN4,1644.886748,-0.844489976,0.180613752,-4.675668188,2.92998029573034e-06,0.000159552,,,NTN4
LEKR1,454.5819428,-0.844160822,0.235354717,-3.586759729,0.000334813,0.007009074,,,LEKR1
ADCY8,7723.785492,-0.842144858,0.178112135,-4.728172268,2.2654993753219e-06,0.000128719,,,ADCY8
RP11-516J2.1,243.4861123,-0.841765206,0.22034801,-3.820162506,0.000133364,0.003414315,,,RP11
RN7SL377P,1680.328199,-0.837281897,0.292359025,-2.863882502,0.004184832,0.047946626,,,RN7SL377P
LINC00942,514.5631934,-0.837126577,0.207682057,-4.030808388,5.55853453231555e-05,0.001723672,,,LINC00942
NTNG1,9870.687491,-0.836256741,0.210942322,-3.964385768,7.358517318355e-05,0.002152686,,,NTNG1
BVES-AS1,267.6239216,-0.836107083,0.276749655,-3.021167573,0.00251802,0.033234384,,,BVES
CENPE,188.8312935,-0.834265883,0.234915672,-3.551341961,0.000383272,0.007777257,,,CENPE
SNORD87,120.3899359,-0.832481831,0.283754216,-2.933813083,0.003348258,0.040905995,,,SNORD87
EIF5A2,232.5153205,-0.831472758,0.226130813,-3.676954712,0.000236035,0.005325806,,,EIF5A2
GRM8,9976.07695,-0.829849279,0.285663422,-2.904989632,0.003672653,0.043736099,,,GRM8
RP11-12N13.6,1764.891343,-0.828827476,0.17816136,-4.652116908,3.2854471704424e-06,0.000174084,,,RP11
GRIK3,11479.83143,-0.828637536,0.259685245,-3.190930376,0.001418155,0.02142131,,,GRIK3
HSD17B6,112.5652778,-0.828630282,0.222148609,-3.730071896,0.000191425,0.004555967,,,HSD17B6
RP11-497H17.1,100.328076,-0.827671512,0.241576709,-3.426122974,0.000612263,0.011079472,,,RP11
ZNF738,214.2181233,-0.82074169,0.220484927,-3.722438987,0.000197308,0.004666315,,,ZNF738
PAWR,638.1598584,-0.820576423,0.218274176,-3.759383894,0.000170332,0.004161933,,,PAWR
SAMD4A,6291.349954,-0.820055426,0.194004008,-4.227002487,2.36825050699665e-05,0.000880773,,,SAMD4A
PDLIM5,660.2808057,-0.819471328,0.188477089,-4.347856466,1.37474521081338e-05,0.000561787,,,PDLIM5
ACOT11,1310.882394,-0.818623943,0.175635615,-4.660922231,3.14795661273258e-06,0.000169465,,,ACOT11
DDR2,868.4263637,-0.817467857,0.179255062,-4.560361359,5.10656682880824e-06,0.000248776,,,DDR2
SPCS2P3,240.0338295,-0.817257748,0.177000569,-4.617260582,3.88838883212031e-06,0.000196326,,,SPCS2P3
YBEY,110.7913508,-0.816563135,0.281087296,-2.905016147,0.003672342,0.043736099,,,YBEY
ENTPD1,60.41321839,-0.813760412,0.269568668,-3.018749981,0.002538199,0.033387637,,,ENTPD1
SNCAIP,1589.615788,-0.810807023,0.230662224,-3.515127047,0.000439544,0.00858961,,,SNCAIP
KIF11,159.1726027,-0.808505262,0.223660074,-3.61488417,0.000300482,0.006458565,,,KIF11
NPR3,225.5712859,-0.807297078,0.217089954,-3.718721497,0.000200234,0.004716593,,,NPR3
HTR7,707.5289251,-0.806719427,0.279281451,-2.888553548,0.003870181,0.04531033,,,HTR7
SNX6P1,322.2217783,-0.803297129,0.270643329,-2.968102451,0.002996444,0.037863431,,,SNX6P1
RN7SL552P,98.15893306,-0.802012638,0.255581095,-3.137996722,0.001701068,0.024789541,,,RN7SL552P
ANKRD7,234.5605566,-0.801420389,0.277053954,-2.892650973,0.003820055,0.044879465,,,ANKRD7
STK33,700.8008412,-0.800109625,0.266821345,-2.998671738,0.002711593,0.035091464,,,STK33
SLCO5A1,752.2974387,-0.799325343,0.156719323,-5.100362389,3.39003779068846e-07,2.62939806140274e-05,,,SLCO5A1
SNHG7,154.6993722,-0.797007314,0.262087203,-3.041000491,0.002357934,0.031679622,,,SNHG7
RP11-495P10.3,195.4528055,-0.796579776,0.225373282,-3.534490734,0.000408562,0.00815015,,,RP11
GS1-251I9.3,783.8024366,-0.794361853,0.197803844,-4.015907059,5.92175911421755e-05,0.001815724,,,GS1
ADAMTSL2,323.9764762,-0.792536478,0.190968927,-4.150080793,3.32357940436374e-05,0.001155851,,,ADAMTSL2
SFTPD,1791.272216,-0.791194319,0.201818095,-3.920333891,8.84263687936264e-05,0.002461636,,,SFTPD
CDKN2A,114.7173283,-0.791037371,0.224574668,-3.522380235,0.00042769,0.008438919,,,CDKN2A
ELAVL2,6552.052692,-0.790763831,0.193316432,-4.090515353,4.30415715594578e-05,0.001401764,,,ELAVL2
KCNA2,4346.470569,-0.789291736,0.160689458,-4.911907387,9.0194655615696e-07,5.97387579989465e-05,,,KCNA2
PLEKHA8P1,165.4925412,-0.787375483,0.233517436,-3.371805954,0.00074677,0.012947132,,,PLEKHA8P1
TRPM4,570.5115289,-0.785127989,0.243656867,-3.222269077,0.001271796,0.01960463,,,TRPM4
RN7SL842P,995.1444366,-0.783094773,0.252157027,-3.105583775,0.001899038,0.026877204,,,RN7SL842P
USP3,615.0163693,-0.782013077,0.209830059,-3.726887752,0.000193859,0.004603218,,,USP3
PLAGL1,2987.072961,-0.781479487,0.15908949,-4.912200585,9.0059848750042e-07,5.97387579989465e-05,,,PLAGL1
KCNS3,1213.661297,-0.781222319,0.251871749,-3.1016671,0.001924342,0.0271701,,,KCNS3
RP11-589M4.3,372.8857996,-0.780367171,0.197917501,-3.942891196,8.05051841625532e-05,0.002295323,,,RP11
KLHL13,1128.47166,-0.78017858,0.218383653,-3.572513639,0.000353571,0.007287458,,,KLHL13
LINC01482,4357.051712,-0.77460259,0.176331624,-4.392873902,1.11862015003088e-05,0.000476961,,,LINC01482
RP1-225E12.2,202.1594087,-0.773353279,0.245703916,-3.147500826,0.001646726,0.024207084,,,RP1
CNGB3,403.7296284,-0.772391905,0.177380267,-4.354440984,1.33406913333245e-05,0.000548971,,,CNGB3
SH3PXD2B,1215.627154,-0.770938844,0.177144874,-4.352024583,1.34886133599087e-05,0.000552167,,,SH3PXD2B
PARVA,2778.323488,-0.769316112,0.223240713,-3.44612818,0.000568681,0.010525054,,,PARVA
DCT,291.6140647,-0.768337705,0.269997388,-2.845722733,0.004431076,0.049966685,,,DCT
RAB3C,7867.303383,-0.768139382,0.202843112,-3.786864519,0.00015256,0.003786545,,,RAB3C
TPX2,210.3788941,-0.767915289,0.230210848,-3.335704183,0.000850836,0.01435041,,,TPX2
CEACAM8,982.9507131,-0.761002747,0.263128013,-2.892138848,0.003826288,0.04491549,,,CEACAM8
